Gemeente;Code;AmsterdamseCode;Partij;AantalStemmen;AantalZetels;
Aalten;G0197;11046;ChristenUnie;686;1;
Achtkarspelen;G0059;10199;CDA;2689;6;
Achtkarspelen;G0059;10199;FNP;2109;4;
Achtkarspelen;G0059;10199;ChristenUnie;1706;3;
Achtkarspelen;G0059;10199;GBA;1703;3;
Achtkarspelen;G0059;10199;Partij van de Arbeid (P.v.d.A.);1103;2;
Achtkarspelen;G0059;10199;PVV (Partij voor de Vrijheid);839;1;
Achtkarspelen;G0059;10199;Forum voor Democratie;674;1;
Achtkarspelen;G0059;10199;GROENLINKS;580;1;
Achtkarspelen;G0059;10199;VVD;433;0;
Alblasserdam;G0482;11327;Staatkundig Gereformeerde Partij (SGP);2243;5;
Alblasserdam;G0482;11327;Partij van de Arbeid (P.v.d.A.);1552;3;
Alblasserdam;G0482;11327;VVD;1413;3;
Alblasserdam;G0482;11327;CDA;1369;3;
Alblasserdam;G0482;11327;D66;1227;3;
Alblasserdam;G0482;11327;ChristenUnie;890;2;
Albrandswaard;G0613;10124;Echt voor Albrandswaard (EVA);2482;6;
Albrandswaard;G0613;10124;VVD;2030;4;
Albrandswaard;G0613;10124;Stem-Lokaal;1452;3;
Albrandswaard;G0613;10124;GROENLINKS / Partij van de Arbeid (P.v.d.A.);1359;3;
Albrandswaard;G0613;10124;CDA;1272;3;
Albrandswaard;G0613;10124;Leefbaar Albrandswaard;684;1;
Albrandswaard;G0613;10124;Nieuwe Albrandswaardse Partij (NAP);643;1;
Alkmaar;G0361;10527;D66;5272;5;
Alkmaar;G0361;10527;Onafhankelijke Partij Alkmaar (OPA);5141;5;
Alkmaar;G0361;10527;GROENLINKS;5098;5;
Alkmaar;G0361;10527;B.A.S.;5002;4;
Alkmaar;G0361;10527;VVD;4488;4;
Alkmaar;G0361;10527;Partij van de Arbeid (P.v.d.A.);3917;3;
Alkmaar;G0361;10527;CDA;3453;3;
Alkmaar;G0361;10527;Leefbaar Alkmaar;3028;3;
Alkmaar;G0361;10527;Partij voor de Dieren;2766;2;
Alkmaar;G0361;10527;SeniorenPartij Alkmaar (SPA) ouderen;2640;2;
Alkmaar;G0361;10527;Forum voor Democratie;1721;1;
Alkmaar;G0361;10527;SP (Socialistische Partij);1540;1;
Alkmaar;G0361;10527;ChristenUnie;1230;1;
Alkmaar;G0361;10527;Progressief Alkmaar;448;0;
Alkmaar;G0361;10527;Hart voor Vrijheid;391;0;
Almelo;G0141;11053;VVD;3335;5;
Almelo;G0141;11053;Lokaal Almelo Samen;3311;5;
Almelo;G0141;11053;CDA;3266;5;
Almelo;G0141;11053;Partij van de Arbeid (P.v.d.A.);2057;3;
Almelo;G0141;11053;D66;1897;3;
Almelo;G0141;11053;ChristenUnie;1760;2;
Almelo;G0141;11053;PVV (Partij voor de Vrijheid);1359;2;
Almelo;G0141;11053;Partij Vrij Almelo (PVA);1271;2;
Almelo;G0141;11053;SP (Socialistische Partij);1239;2;
Almelo;G0141;11053;Almelo Centraal;1154;1;
Almelo;G0141;11053;GROENLINKS;1125;1;
Almelo;G0141;11053;Blanco (Çete, U.);991;1;
Almelo;G0141;11053;Forum voor Democratie;766;1;
Almelo;G0141;11053;Leefbaar Almelo;750;1;
Almelo;G0141;11053;Democraten.Nu Almelo;691;1;
Almelo;G0141;11053;Forum voor Rechts;368;0;
Almere;G0034;10018;VVD;8561;6;
Almere;G0034;10018;PVV (Partij voor de Vrijheid);6324;5;
Almere;G0034;10018;Partij van de Arbeid (P.v.d.A.);6236;4;
Almere;G0034;10018;D66;5482;4;
Almere;G0034;10018;SP (Socialistische Partij);5346;4;
Almere;G0034;10018;Partij voor de Dieren;4944;3;
Almere;G0034;10018;GROENLINKS;4912;3;
Almere;G0034;10018;Leefbaar Almere;3892;3;
Almere;G0034;10018;BIJ1;3223;2;
Almere;G0034;10018;ChristenUnie;3073;2;
Almere;G0034;10018;50PLUS;3071;2;
Almere;G0034;10018;Forum voor Democratie;2611;2;
Almere;G0034;10018;CDA;2540;2;
Almere;G0034;10018;DENK;2033;1;
Almere;G0034;10018;AP/OPA;1505;1;
Almere;G0034;10018;Respect Almere;1262;1;
Alphen aan den Rijn;G0484;10517;Nieuw Elan;9005;8;
Alphen aan den Rijn;G0484;10517;GROENLINKS;6467;6;
Alphen aan den Rijn;G0484;10517;VVD;6392;5;
Alphen aan den Rijn;G0484;10517;CDA;5404;5;
Alphen aan den Rijn;G0484;10517;D66;4812;4;
Alphen aan den Rijn;G0484;10517;RijnGouweLokaal (RGL);3209;2;
Alphen aan den Rijn;G0484;10517;ChristenUnie;2993;2;
Alphen aan den Rijn;G0484;10517;SP (Socialistische Partij);2335;2;
Alphen aan den Rijn;G0484;10517;Partij van de Arbeid (P.v.d.A.);2193;2;
Alphen aan den Rijn;G0484;10517;Staatkundig Gereformeerde Partij (SGP);1940;1;
Alphen aan den Rijn;G0484;10517;Forum voor Democratie;1712;1;
Alphen aan den Rijn;G0484;10517;Beter Alphen;1322;1;
Alphen-Chaam;G1723;10710;Gemeenschaps Belangen Alphen (GBA);1449;4;
Alphen-Chaam;G1723;10710;GBSV;1295;4;
Alphen-Chaam;G1723;10710;CDA;929;3;
Alphen-Chaam;G1723;10710;VVD;600;2;
Alphen-Chaam;G1723;10710;Gemeentebelangen GSU;567;1;
Alphen-Chaam;G1723;10710;D66;430;1;
Altena;G1959;10078;CDA;5850;8;
Altena;G1959;10078;AltenaLokaal;4899;6;
Altena;G1959;10078;Staatkundig Gereformeerde Partij (SGP);4005;5;
Altena;G1959;10078;Progressief Altena;3562;4;
Altena;G1959;10078;ChristenUnie;2939;4;
Altena;G1959;10078;VVD;2148;2;
Altena;G1959;10078;Vrije Volkspartij Altena;1626;2;
Altena;G1959;10078;JEZUS LEEFT;237;0;
Ameland;G0060;11153;AmelandEén;787;4;
Ameland;G0060;11153;Algemeen Belang Ameland;503;3;
Ameland;G0060;11153;CDA;257;1;
Ameland;G0060;11153;Ameland '82;238;1;
Ameland;G0060;11153;Partij van de Arbeid (P.v.d.A.);214;1;
Ameland;G0060;11153;VVD;160;1;
Amersfoort;G0307;10948;D66;9720;6;
Amersfoort;G0307;10948;GROENLINKS;8849;6;
Amersfoort;G0307;10948;CDA;7943;5;
Amersfoort;G0307;10948;ChristenUnie;7305;4;
Amersfoort;G0307;10948;VVD;7208;4;
Amersfoort;G0307;10948;Amersfoort2014;6426;4;
Amersfoort;G0307;10948;Partij van de Arbeid (P.v.d.A.);4397;2;
Amersfoort;G0307;10948;Partij voor de Dieren;4049;2;
Amersfoort;G0307;10948;SP (Socialistische Partij);3048;2;
Amersfoort;G0307;10948;Lijst Noëlle Sanders;2708;1;
Amersfoort;G0307;10948;Burger Partij Amersfoort (BPA);2378;1;
Amersfoort;G0307;10948;Blanco (van Lamoen, T.J.);2336;1;
Amersfoort;G0307;10948;DENK;2065;1;
Amersfoort;G0307;10948;ZWARTE PIET IS ZWART;394;0;
Amersfoort;G0307;10948;JEZUS LEEFT;196;0;
Amstelveen;G0362;10799;VVD;7107;8;
Amstelveen;G0362;10799;D66;6042;7;
Amstelveen;G0362;10799;BURGERBELANGEN AMSTELVEEN;4362;5;
Amstelveen;G0362;10799;GROENLINKS;4036;4;
Amstelveen;G0362;10799;Partij van de Arbeid (P.v.d.A.);3077;3;
Amstelveen;G0362;10799;Actief voor Amstelveen;1968;2;
Amstelveen;G0362;10799;Goed voor Amstelveen;1756;2;
Amstelveen;G0362;10799;SP (Socialistische Partij);1656;2;
Amstelveen;G0362;10799;CDA;1335;1;
Amstelveen;G0362;10799;50PLUS;1120;1;
Amstelveen;G0362;10799;Belang van Nederland (BVNL);1071;1;
Amstelveen;G0362;10799;ChristenUnie;879;1;
Amsterdam;G0363;11150;Partij van de Arbeid (P.v.d.A.);57093;9;
Amsterdam;G0363;11150;GROENLINKS;48096;8;
Amsterdam;G0363;11150;D66;44732;7;
Amsterdam;G0363;11150;VVD;34180;5;
Amsterdam;G0363;11150;Amsterdam BIJ1;22623;3;
Amsterdam;G0363;11150;Partij voor de Dieren;22031;3;
Amsterdam;G0363;11150;Volt;14043;2;
Amsterdam;G0363;11150;SP (Socialistische Partij);14036;2;
Amsterdam;G0363;11150;JA21;13691;2;
Amsterdam;G0363;11150;DENK;13039;2;
Amsterdam;G0363;11150;CDA;8270;1;
Amsterdam;G0363;11150;Forum voor Democratie;6688;1;
Amsterdam;G0363;11150;Partij van de Ouderen (P.v.d.O.);5378;0;
Amsterdam;G0363;11150;ChristenUnie;4823;0;
Amsterdam;G0363;11150;De Groenen Basis Piraten;4663;0;
Amsterdam;G0363;11150;Hart voor Vrijheid Amsterdam;2399;0;
Amsterdam;G0363;11150;50PLUS;1997;0;
Amsterdam;G0363;11150;Belang van Nederland (BVNL);1756;0;
Amsterdam;G0363;11150;St3m;1617;0;
Amsterdam;G0363;11150;Democratisch Socialisten Amsterdam;1472;0;
Amsterdam;G0363;11150;LEF - Voor de Nieuwe Generatie;848;0;
Amsterdam;G0363;11150;DE FEESTPARTIJ (DFP);421;0;
Amsterdam;G0363;11150;Blanco (Chan, K.K.);346;0;
Amsterdam;G0363;11150;Staatkundig Gereformeerde Partij (SGP);300;0;
Amsterdam;G0363;11150;GO;219;0;
Amsterdam;G0363;11150;De Republikeinse Politieke Partij;108;0;
Apeldoorn;G0200;11075;VVD;9132;6;
Apeldoorn;G0200;11075;Lokaal Apeldoorn;8747;6;
Apeldoorn;G0200;11075;GROENLINKS;5893;4;
Apeldoorn;G0200;11075;Partij van de Arbeid (P.v.d.A.);5769;3;
Apeldoorn;G0200;11075;ChristenUnie;5753;3;
Apeldoorn;G0200;11075;D66;5033;3;
Apeldoorn;G0200;11075;GB Apeldoorn (GemeenteBelangen);4275;2;
Apeldoorn;G0200;11075;CDA;3718;2;
Apeldoorn;G0200;11075;WijApeldoorn;3673;2;
Apeldoorn;G0200;11075;Partij voor de Dieren;3635;2;
Apeldoorn;G0200;11075;Staatkundig Gereformeerde Partij (SGP);3627;2;
Apeldoorn;G0200;11075;SP (Socialistische Partij);3584;2;
Apeldoorn;G0200;11075;Forum voor Democratie;2443;1;
Apeldoorn;G0200;11075;50PLUS;1914;1;
Apeldoorn;G0200;11075;DENK;1169;0;
Arnhem;G0202;10795;GROENLINKS;9153;7;
Arnhem;G0202;10795;D66;7413;5;
Arnhem;G0202;10795;VVD;6527;5;
Arnhem;G0202;10795;Arnhem Centraal;6465;4;
Arnhem;G0202;10795;Partij voor de Dieren;5157;3;
Arnhem;G0202;10795;Partij van de Arbeid (P.v.d.A.);4582;3;
Arnhem;G0202;10795;SP (Socialistische Partij);3843;2;
Arnhem;G0202;10795;CDA;3420;2;
Arnhem;G0202;10795;Volt;3040;2;
Arnhem;G0202;10795;DENK;2649;2;
Arnhem;G0202;10795;Arnhemse Ouderen Partij;2390;1;
Arnhem;G0202;10795;ChristenUnie;2337;1;
Arnhem;G0202;10795;PVV (Partij voor de Vrijheid);1683;1;
Arnhem;G0202;10795;Forum voor Democratie;1566;1;
Arnhem;G0202;10795;Nederlandse Volks-Unie;189;0;
Arnhem;G0202;10795;JenO - De Partij voor Jong en Oud;143;0;
Assen;G0106;10522;Stadspartij PLOP;4278;5;
Assen;G0106;10522;ChristenUnie;3991;5;
Assen;G0106;10522;ASSEN CENTRAAL;3962;5;
Assen;G0106;10522;Partij van de Arbeid (P.v.d.A.);2703;3;
Assen;G0106;10522;VVD;2551;3;
Assen;G0106;10522;GROENLINKS;2434;3;
Assen;G0106;10522;D66;2357;3;
Assen;G0106;10522;CDA;2175;2;
Assen;G0106;10522;SP (Socialistische Partij);2008;2;
Assen;G0106;10522;50PLUS;1665;2;
Asten;G0743;10478;CDA;2485;5;
Asten;G0743;10478;Samen voor Asten;2097;5;
Asten;G0743;10478;Algemeen Belang;1910;4;
Asten;G0743;10478;PGA;878;2;
Asten;G0743;10478;VVD;484;1;
Baarle-Nassau;G0744;10060;BAARLE !;899;4;
Baarle-Nassau;G0744;10060;CDA;834;4;
Baarle-Nassau;G0744;10060;Vooruitstrevende Partij Baarle (VPB);642;3;
Baarle-Nassau;G0744;10060;Fractie Ulicoten;575;2;
Baarn;G0308;11411;VoorBaarn;2982;5;
Baarn;G0308;11411;VVD;1880;3;
Baarn;G0308;11411;GROENLINKS;1812;3;
Baarn;G0308;11411;D66;1384;2;
Baarn;G0308;11411;Partij van de Arbeid (P.v.d.A.);1240;2;
Baarn;G0308;11411;CDA;1164;2;
Baarn;G0308;11411;50PLUS;957;1;
Baarn;G0308;11411;ChristenUnie;544;1;
Barendrecht;G0489;10943;EVB (Echt voor Barendrecht);12813;20;
Barendrecht;G0489;10943;SGP-ChristenUnie;2010;3;
Barendrecht;G0489;10943;CDA;1480;2;
Barendrecht;G0489;10943;VVD;1263;1;
Barendrecht;G0489;10943;Partij van de Arbeid (P.v.d.A.);1205;1;
Barendrecht;G0489;10943;GROENLINKS;1178;1;
Barendrecht;G0489;10943;D66;1024;1;
Barendrecht;G0489;10943;Wij Barendrecht;541;0;
Barneveld;G0203;10906;Staatkundig Gereformeerde Partij (SGP);8612;10;
Barneveld;G0203;10906;Lokaal Belang;5974;7;
Barneveld;G0203;10906;ChristenUnie;4801;5;
Barneveld;G0203;10906;Pro'98 (Pro Barneveld - PvdA - D66);4043;4;
Barneveld;G0203;10906;CDA;3695;4;
Barneveld;G0203;10906;VVD;2051;2;
Barneveld;G0203;10906;Burger Initiatief;837;1;
Beek;G0888;11374;CDA;2452;6;
Beek;G0888;11374;BBB-NDB;1825;4;
Beek;G0888;11374;Progressief Beek;1715;4;
Beek;G0888;11374;Belang van Beek;646;2;
Beek;G0888;11374;VVD;519;1;
Beek;G0888;11374;Sociaal Belang Beek;296;0;
Beekdaelen;G1954;10104;Vernieuwingsgroep;4013;7;
Beekdaelen;G1954;10104;Beekdaelen Lokaal;3409;6;
Beekdaelen;G1954;10104;CDA;3187;5;
Beekdaelen;G1954;10104;GROENLINKS;1815;3;
Beekdaelen;G1954;10104;VVD;1702;2;
Beekdaelen;G1954;10104;D66;871;1;
Beekdaelen;G1954;10104;Partij van de Arbeid (P.v.d.A.);676;1;
Beesel;G0889;10195;CDA;1855;5;
Beesel;G0889;10195;V.L.P.;1338;4;
Beesel;G0889;10195;Samen Verder Beesel;1130;3;
Beesel;G0889;10195;Beeselse Lijst;862;3;
Berg en Dal;G1945;10616;Kernachtig Groesbeek;4167;7;
Berg en Dal;G1945;10616;LOKAAL! Berg en Dal;4088;6;
Berg en Dal;G1945;10616;CDA;2203;3;
Berg en Dal;G1945;10616;GROENLINKS;1967;3;
Berg en Dal;G1945;10616;D66;1902;3;
Berg en Dal;G1945;10616;Partij van de Arbeid (P.v.d.A.);1186;2;
Berg en Dal;G1945;10616;VVD;954;1;
Bergeijk;G1724;11160;CDA;3594;7;
Bergeijk;G1724;11160;Lokale Partij Bergeijk;2345;5;
Bergeijk;G1724;11160;GROENLINKS / Partij van de Arbeid;1738;3;
Bergeijk;G1724;11160;VVD;1176;2;
Bergen;G0373;11424;ONS DORP;3504;5;
Bergen;G0373;11424;KIES Lokaal;2637;4;
Bergen;G0373;11424;CDA;2429;3;
Bergen;G0373;11424;GROENLINKS;2100;3;
Bergen;G0373;11424;VVD;1923;3;
Bergen;G0373;11424;D66;1383;2;
Bergen;G0373;11424;Partij van de Arbeid (P.v.d.A.);1268;1;
Bergen;G0373;11424;JEZUS LEEFT;251;0;
Bergen;G0893;11281;CDA;1488;4;
Bergen;G0893;11281;Progressieve Kombinatie Bergen (L);1226;4;
Bergen;G0893;11281;KERN;1206;3;
Bergen;G0893;11281;Dorpsbelangen Bergen (Limburg);916;3;
Bergen;G0893;11281;VVD;502;1;
Bergen op Zoom;G0748;11037;GBWP;4581;7;
Bergen op Zoom;G0748;11037;VVD;3463;5;
Bergen op Zoom;G0748;11037;Lijst Linssen;2136;3;
Bergen op Zoom;G0748;11037;D66;2006;3;
Bergen op Zoom;G0748;11037;Lokaal Realisme;1859;3;
Bergen op Zoom;G0748;11037;CDA;1829;2;
Bergen op Zoom;G0748;11037;BSD;1790;2;
Bergen op Zoom;G0748;11037;GROENLINKS;1660;2;
Bergen op Zoom;G0748;11037;Partij van de Arbeid (P.v.d.A.);1347;2;
Bergen op Zoom;G0748;11037;Belang van Bergen op Zoom (BVB);1118;1;
Bergen op Zoom;G0748;11037;50PLUS;1117;1;
Bergen op Zoom;G0748;11037;SP (Socialistische Partij);851;1;
Bergen op Zoom;G0748;11037;SAMEN0164;769;1;
Berkelland;G1859;10436;CDA;4826;6;
Berkelland;G1859;10436;OBL (Ondernemend Berkelland);3984;5;
Berkelland;G1859;10436;D66;3482;5;
Berkelland;G1859;10436;VVD;2541;3;
Berkelland;G1859;10436;Partij van de Arbeid (P.v.d.A.);2156;3;
Berkelland;G1859;10436;Gemeentebelangen Berkelland;2071;2;
Berkelland;G1859;10436;GROENLINKS;1433;2;
Berkelland;G1859;10436;Berkellandse Burgerpartij;1363;1;
Bernheze;G1721;10149;CDA;3633;7;
Bernheze;G1721;10149;Lokaal;2940;5;
Bernheze;G1721;10149;D66;1575;3;
Bernheze;G1721;10149;SP (Socialistische Partij);1551;3;
Bernheze;G1721;10149;Progressief Bernheze;1284;2;
Bernheze;G1721;10149;VVD;1132;2;
Bernheze;G1721;10149;50PLUS;777;1;
Best;G0753;10442;VVD;2151;4;
Best;G0753;10442;D66;1848;4;
Best;G0753;10442;Jongerenpartij JO;1724;4;
Best;G0753;10442;Partij van de Arbeid (P.v.d.A.) / GROENLINKS;1573;3;
Best;G0753;10442;Best Open;1531;3;
Best;G0753;10442;CDA;1512;3;
Best;G0753;10442;Gemeentebelangen Best;846;1;
Best;G0753;10442;ChristenUnie;574;1;
Beuningen;G0209;10417;Beuningen Nu & Morgen;2924;6;
Beuningen;G0209;10417;VVD;1936;4;
Beuningen;G0209;10417;D66;1547;3;
Beuningen;G0209;10417;CDA;1473;3;
Beuningen;G0209;10417;GROENLINKS;1183;2;
Beuningen;G0209;10417;SP (Socialistische Partij);1025;2;
Beuningen;G0209;10417;Partij van de Arbeid (P.v.d.A.);510;1;
Beverwijk;G0375;10272;Samen Lokaal Beverwijk (SLB);3967;8;
Beverwijk;G0375;10272;D66;2015;4;
Beverwijk;G0375;10272;VVD;1954;4;
Beverwijk;G0375;10272;GROENLINKS;1694;3;
Beverwijk;G0375;10272;VRIJ !;1488;3;
Beverwijk;G0375;10272;Partij van de Arbeid (P.v.d.A.);1370;2;
Beverwijk;G0375;10272;CDA;940;2;
Beverwijk;G0375;10272;Forum voor Democratie;826;1;
Beverwijk;G0375;10272;Democraten Beverwijk;443;0;
Bladel;G1728;11006;Bladel Transparant (BT);3533;8;
Bladel;G1728;11006;CDA;1782;4;
Bladel;G1728;11006;VHP;1769;4;
Bladel;G1728;11006;PRO5;1235;2;
Bladel;G1728;11006;VVD;453;1;
Bladel;G1728;11006;D66;391;0;
Blaricum;G0376;10493;Hart voor Blaricum;2218;6;
Blaricum;G0376;10493;VVD;1107;3;
Blaricum;G0376;10493;D66;636;2;
Blaricum;G0376;10493;De Blaricumse Partij;620;2;
Blaricum;G0376;10493;Partij van de Arbeid (P.v.d.A.)/GROENLINKS;450;1;
Blaricum;G0376;10493;CDA;438;1;
Bloemendaal;G0377;10850;VVD;2712;5;
Bloemendaal;G0377;10850;D66;2212;4;
Bloemendaal;G0377;10850;Hart voor Bloemendaal;1832;3;
Bloemendaal;G0377;10850;GROENLINKS;1738;3;
Bloemendaal;G0377;10850;Partij van de Arbeid (P.v.d.A.);1048;1;
Bloemendaal;G0377;10850;CDA;949;1;
Bloemendaal;G0377;10850;Liberaal Bloemendaal;793;1;
Bloemendaal;G0377;10850;Zelfstandig Bloemendaal;716;1;
Bloemendaal;G0377;10850;Vrijzinnig Democratisch Bloemendaal;164;0;
Bodegraven-Reeuwijk;G1901;11091;CDA;2957;5;
Bodegraven-Reeuwijk;G1901;11091;VVD;2287;4;
Bodegraven-Reeuwijk;G1901;11091;Burgerbelangen Bodegraven-Reeuwijk;2195;4;
Bodegraven-Reeuwijk;G1901;11091;Staatkundig Gereformeerde Partij (SGP);1989;3;
Bodegraven-Reeuwijk;G1901;11091;Lokaal Liberaal Bodegraven-Reeuwijk;1572;2;
Bodegraven-Reeuwijk;G1901;11091;ChristenUnie;1427;2;
Bodegraven-Reeuwijk;G1901;11091;GROENLINKS;1080;2;
Bodegraven-Reeuwijk;G1901;11091;D66;1076;2;
Bodegraven-Reeuwijk;G1901;11091;Partij van de Arbeid (P.v.d.A.);814;1;
Bodegraven-Reeuwijk;G1901;11091;mijnklimaatpartij;432;0;
Boekel;G0755;10432;D.O.P.;1536;5;
Boekel;G0755;10432;CDA;1413;4;
Boekel;G0755;10432;Gemeenschapsbelang Venhorst - Boekel;1333;4;
Boekel;G0755;10432;VVD;464;2;
Borger-Odoorn;G1681;10448;Gemeentebelangen Borger-Odoorn;3398;7;
Borger-Odoorn;G1681;10448;Partij van de Arbeid (P.v.d.A.);1733;3;
Borger-Odoorn;G1681;10448;Leefbaar Borger-Odoorn;1408;3;
Borger-Odoorn;G1681;10448;VVD;1385;3;
Borger-Odoorn;G1681;10448;CDA;1316;2;
Borger-Odoorn;G1681;10448;GROENLINKS;738;1;
Borger-Odoorn;G1681;10448;D66;484;1;
Borger-Odoorn;G1681;10448;ChristenUnie;473;1;
Borne;G0147;10326;GB'90;2552;5;
Borne;G0147;10326;CDA;2000;4;
Borne;G0147;10326;VVD;1537;3;
Borne;G0147;10326;Borne-Nu;1388;3;
Borne;G0147;10326;GROENLINKS / Partij van de Arbeid (P.v.d.A.);1302;2;
Borne;G0147;10326;SP (Socialistische Partij);808;1;
Borne;G0147;10326;D66;662;1;
Borsele;G0654;10043;Lokale Partij Borsele;2868;5;
Borsele;G0654;10043;SGP-ChristenUnie;2717;5;
Borsele;G0654;10043;CDA;2671;5;
Borsele;G0654;10043;Partij van de Arbeid (P.v.d.A.);1253;2;
Borsele;G0654;10043;VVD;687;1;
Borsele;G0654;10043;D66;662;1;
Breda;G0758;10154;VVD;16181;10;
Breda;G0758;10154;D66;10355;7;
Breda;G0758;10154;GROENLINKS;8711;5;
Breda;G0758;10154;Partij van de Arbeid (P.v.d.A.);7125;4;
Breda;G0758;10154;CDA;6632;4;
Breda;G0758;10154;Breda Beslist;4305;2;
Breda;G0758;10154;SP (Socialistische Partij);3976;2;
Breda;G0758;10154;Partij voor de Dieren;3583;2;
Breda;G0758;10154;Lijst Pim Fortuyn Breda (LPF);2477;1;
Breda;G0758;10154;50PLUS;2116;1;
Breda;G0758;10154;Forum voor Democratie;1691;1;
Breda;G0758;10154;BuurtBelangen;1086;0;
Breda;G0758;10154;ChristenUnie;751;0;
Breda;G0758;10154;Volkspartij Breda;581;0;
Breda;G0758;10154;SHOUT!;525;0;
Bronckhorst;G1876;11159;Gemeentebelangen Bronckhorst (GBB);5228;8;
Bronckhorst;G1876;11159;CDA;4351;6;
Bronckhorst;G1876;11159;VVD;3095;4;
Bronckhorst;G1876;11159;GROENLINKS;1581;2;
Bronckhorst;G1876;11159;Partij van de Arbeid (P.v.d.A.);1525;2;
Bronckhorst;G1876;11159;D66;1474;2;
Bronckhorst;G1876;11159;ChristenUnie-SGP;682;1;
Brummen;G0213;10798;Lokaal Belang;2110;5;
Brummen;G0213;10798;VVD;1621;4;
Brummen;G0213;10798;GROENLINKS;1505;3;
Brummen;G0213;10798;Partij van de Arbeid (P.v.d.A.);1314;3;
Brummen;G0213;10798;D66;980;2;
Brummen;G0213;10798;CDA;921;2;
Brunssum;G0899;10533;Pak (Progressief Akkoord Brunssum);2429;5;
Brunssum;G0899;10533;Lijst Borger;2263;5;
Brunssum;G0899;10533;VVD;1715;4;
Brunssum;G0899;10533;Burger Belangen Brunssum Lijst Palmen;1651;4;
Brunssum;G0899;10533;Partij van de Arbeid;961;2;
Brunssum;G0899;10533;SP (Socialistische Partij);537;1;
Brunssum;G0899;10533;CDA;350;0;
Brunssum;G0899;10533;ChristenUnie;312;0;
Bunnik;G0312;10820;P21;2928;6;
Bunnik;G0312;10820;CDA;2044;5;
